pickupOwnerFirstName,pickupOwnerLastName,pickupOwnerStreet,pickupOwnerCity,pickupOwnerState,pickupOwnerPostal,pickupOwnerCountry,pickupOwnerEmail,pickupOwnerPhone,pickupLatitude,pickupLongitude,pickupCategories,pickupAt,pickupTimeZoneId,recipientOwnerFirstName,recipientOwnerLastName,recipientOwnerStreet,recipientOwnerCity,recipientOwnerState,recipientOwnerPostal,recipientOwnerCountry,recipientOwnerEmail,recipientOwnerPhone,recipientLatitude,recipientLongitude,recipientRestrictions,recipientSunday,recipientMonday,recipientTuesday,recipientWednesday,recipientThursday,recipientFriday,recipientSaturday
Jack,Harms,3433 Black Oak Hollow Road,San Francisco,CA,94108,US,JackBHarms@einrot.com,408-807-4097,37.830799,37.830799,39,Tue Nov 22 17:00:00 MST 2016,America/Los_Angeles,Alberto,Johnson,1984 Delaware Avenue,San Francisco,CA,94108,US,AlbertoLJohnson@einrot.com,415-244-9566,37.764427,-122.498688,52,44950,60452,37339,31255,5836,30156,59837
Jack,Harms,3433 Black Oak Hollow Road,San Francisco,CA,94108,US,JackBHarms@einrot.com,408-807-4097,37.830799,37.830799,39,Tue Nov 22 17:00:00 MST 2016,America/Los_Angeles,Kenneth,Aguilar,7 Locust View Drive,San Francisco,CA,94108,US,KennethPAguilar@rhyta.com,415-994-1972,37.775654,-122.459697,53,56441,40011,63375,25457,13170,52317,2059
Jack,Harms,3433 Black Oak Hollow Road,San Francisco,CA,94108,US,JackBHarms@einrot.com,408-807-4097,37.830799,37.830799,39,Tue Nov 22 17:00:00 MST 2016,America/Los_Angeles,Jason,Cook,945 Jim Rosa Lane,San Francisco,CA,94108,US,JasonOCook@cuvox.de,415-834-3714,37.802653,-122.434786,56,7853,64805,52089,35942,47470,17397,2941
Jack,Harms,3433 Black Oak Hollow Road,San Francisco,CA,94108,US,JackBHarms@einrot.com,408-807-4097,37.830799,37.830799,39,Tue Nov 22 17:00:00 MST 2016,America/Los_Angeles,Gerald,White,4265 Boring Lane,San Francisco,CA,94110,US,GeraldMWhite@cuvox.de,415-641-0697,37.688168,-122.407919,56,19106,50177,17682,8835,357,46142,24248
Jack,Harms,3433 Black Oak Hollow Road,San Francisco,CA,94108,US,JackBHarms@einrot.com,408-807-4097,37.830799,37.830799,39,Tue Nov 22 17:00:00 MST 2016,America/Los_Angeles,Janice,Murray,439 Delaware Avenue,San Francisco,CA,94103,US,JaniceMMurray@einrot.com,415-355-2863,37.872133,-122.327514,57,47361,47511,16342,46692,21559,17799,40647
Jack,Harms,3433 Black Oak Hollow Road,San Francisco,CA,94108,US,JackBHarms@einrot.com,408-807-4097,37.830799,37.830799,39,Tue Nov 22 17:00:00 MST 2016,America/Los_Angeles,Margaret,Danis,492 Harrison Street,San Francisco,CA,94107,US,MargaretRDanis@cuvox.de,415-515-0161,37.867356,-122.440484,58,10932,50063,4579,40850,20836,62623,38264
Jack,Harms,3433 Black Oak Hollow Road,San Francisco,CA,94108,US,JackBHarms@einrot.com,408-807-4097,37.830799,37.830799,39,Tue Nov 22 17:00:00 MST 2016,America/Los_Angeles,Charlene,Slade,1535 Locust View Drive,San Francisco,CA,94107,US,CharleneBSlade@fleckens.hu,415-997-1282,37.756303,-122.37812,60,34848,57459,42902,18419,9622,51412,37029
Jack,Harms,3433 Black Oak Hollow Road,San Francisco,CA,94108,US,JackBHarms@einrot.com,408-807-4097,37.830799,37.830799,39,Tue Nov 22 17:00:00 MST 2016,America/Los_Angeles,James,Pitts,4312 Alexander Avenue,San Francisco,CA,94111,US,JamesFPitts@cuvox.de,925-573-5318,37.727542,-122.402876,61,43859,23301,53141,53343,32308,24869,42655
Jack,Harms,3433 Black Oak Hollow Road,San Francisco,CA,94108,US,JackBHarms@einrot.com,408-807-4097,37.830799,37.830799,39,Tue Nov 22 17:00:00 MST 2016,America/Los_Angeles,Jc,Brown,659 Roosevelt Street,San Francisco,CA,94108,US,JcSBrown@superrito.com,415-397-2306,37.881792,-122.49273,61,56305,63405,16761,56925,28927,28902,42401
Jack,Harms,3433 Black Oak Hollow Road,San Francisco,CA,94108,US,JackBHarms@einrot.com,408-807-4097,37.830799,37.830799,39,Tue Nov 22 17:00:00 MST 2016,America/Los_Angeles,Tonya,Forster,2434 Roosevelt Street,San Francisco,CA,94108,US,TonyaWForster@einrot.com,415-434-7270,37.778008,-122.491866,62,50327,46085,57730,57809,39076,61103,27036
Jack,Harms,3433 Black Oak Hollow Road,San Francisco,CA,94108,US,JackBHarms@einrot.com,408-807-4097,37.830799,37.830799,39,Tue Nov 22 17:00:00 MST 2016,America/Los_Angeles,Louella,Henshaw,4824 Boring Lane,San Francisco,CA,94107,US,LouellaLHenshaw@gustr.com,415-645-8313,37.805451,-122.440745,62,32390,51927,64283,16238,6724,50631,50154
Sharon,Kellett,4032 Roosevelt Street,San Francisco,CA,94107,US,SharonPKellett@superrito.com,415-466-3367,37.69364,37.69364,38,Fri Nov 04 18:00:00 MDT 2016,America/Los_Angeles,David,Austin,4164 Roosevelt Street,San Francisco,CA,94108,US,DavidMAustin@superrito.com,415-434-0591,37.724295,-122.351623,0,45943,26253,65344,53784,56325,41518,12856
Sharon,Kellett,4032 Roosevelt Street,San Francisco,CA,94107,US,SharonPKellett@superrito.com,415-466-3367,37.69364,37.69364,38,Fri Nov 04 18:00:00 MDT 2016,America/Los_Angeles,Richard,Berkey,4623 Locust View Drive,San Francisco,CA,94108,US,RichardTBerkey@gustr.com,415-989-3660,37.801114,-122.446785,0,53384,55410,63746,20188,43435,51099,24603
Sharon,Kellett,4032 Roosevelt Street,San Francisco,CA,94107,US,SharonPKellett@superrito.com,415-466-3367,37.69364,37.69364,38,Fri Nov 04 18:00:00 MDT 2016,America/Los_Angeles,Basil,Mendez,611 Forest Avenue,San Francisco,CA,94143,US,BasilMMendez@armyspy.com,650-202-2768,37.747288,-122.421049,2,20665,46421,5094,62704,15495,45761,28300
Sharon,Kellett,4032 Roosevelt Street,San Francisco,CA,94107,US,SharonPKellett@superrito.com,415-466-3367,37.69364,37.69364,38,Fri Nov 04 18:00:00 MDT 2016,America/Los_Angeles,Kristen,Brown,4125 Friendship Lane,San Francisco,CA,94108,US,KristenMBrown@superrito.com,408-607-5735,37.72559,-122.41759,10,52531,51199,20519,8975,3731,57258,60789
Sharon,Kellett,4032 Roosevelt Street,San Francisco,CA,94107,US,SharonPKellett@superrito.com,415-466-3367,37.69364,37.69364,38,Fri Nov 04 18:00:00 MDT 2016,America/Los_Angeles,Beth,Pittman,828 Jim Rosa Lane,San Francisco,CA,94143,US,BethAPittman@einrot.com,415-803-8050,37.747961,-122.399628,11,24041,43953,45287,15540,3939,50902,59352
Sharon,Kellett,4032 Roosevelt Street,San Francisco,CA,94107,US,SharonPKellett@superrito.com,415-466-3367,37.69364,37.69364,38,Fri Nov 04 18:00:00 MDT 2016,America/Los_Angeles,Betty,Boatner,1751 Locust View Drive,San Francisco,CA,94118,US,BettyJBoatner@gustr.com,415-933-0390,37.798731,-122.402145,14,46963,63964,15272,24071,41230,44942,48832
Sharon,Kellett,4032 Roosevelt Street,San Francisco,CA,94107,US,SharonPKellett@superrito.com,415-466-3367,37.69364,37.69364,38,Fri Nov 04 18:00:00 MDT 2016,America/Los_Angeles,David,Farnsworth,3824 Rose Street,San Francisco,CA,94103,US,DavidLFarnsworth@cuvox.de,707-988-1568,37.747542,-122.39851,15,3222,10431,9821,52945,35790,22274,41395
Sharon,Kellett,4032 Roosevelt Street,San Francisco,CA,94107,US,SharonPKellett@superrito.com,415-466-3367,37.69364,37.69364,38,Fri Nov 04 18:00:00 MDT 2016,America/Los_Angeles,Karen,Brothers,2721 Jim Rosa Lane,San Francisco,CA,94107,US,KarenJBrothers@fleckens.hu,415-793-2817,37.789808,-122.339013,15,47872,62992,63688,20834,65346,48021,919
Sharon,Kellett,4032 Roosevelt Street,San Francisco,CA,94107,US,SharonPKellett@superrito.com,415-466-3367,37.69364,37.69364,38,Fri Nov 04 18:00:00 MDT 2016,America/Los_Angeles,Lucille,Gunn,2006 Roosevelt Street,San Francisco,CA,94115,US,LucilleJGunn@superrito.com,415-409-4133,37.703271,-122.4128,15,54578,51070,22439,27200,65461,60008,41993
Sharon,Kellett,4032 Roosevelt Street,San Francisco,CA,94107,US,SharonPKellett@superrito.com,415-466-3367,37.69364,37.69364,38,Fri Nov 04 18:00:00 MDT 2016,America/Los_Angeles,Robert,Tripp,2250 Haul Road,San Francisco,CA,94104,US,RobertKTripp@rhyta.com,650-946-1913,37.798826,-122.337126,16,16142,44743,38814,12600,45813,10120,520
Sharon,Kellett,4032 Roosevelt Street,San Francisco,CA,94107,US,SharonPKellett@superrito.com,415-466-3367,37.69364,37.69364,38,Fri Nov 04 18:00:00 MDT 2016,America/Los_Angeles,Vincent,Byrne,1114 Cemetery Street,San Francisco,CA,94107,US,VincentJByrne@armyspy.com,831-706-3222,37.752835,-122.435669,17,19692,48002,61198,20798,24412,29246,44199
Sharon,Kellett,4032 Roosevelt Street,San Francisco,CA,94107,US,SharonPKellett@superrito.com,415-466-3367,37.69364,37.69364,38,Fri Nov 04 18:00:00 MDT 2016,America/Los_Angeles,Vicki,Smith,2653 Rardin Drive,San Francisco,CA,94107,US,VickiNSmith@rhyta.com,650-722-6966,37.77166,-122.422537,18,64070,21660,49650,32189,8770,54901,65307
Sharon,Kellett,4032 Roosevelt Street,San Francisco,CA,94107,US,SharonPKellett@superrito.com,415-466-3367,37.69364,37.69364,38,Fri Nov 04 18:00:00 MDT 2016,America/Los_Angeles,Marta,Beavers,3169 Roosevelt Street,San Francisco,CA,94112,US,MartaRBeavers@rhyta.com,415-404-9268,37.808,-122.412075,20,57385,34907,30489,42567,855,32389,2090
Sharon,Kellett,4032 Roosevelt Street,San Francisco,CA,94107,US,SharonPKellett@superrito.com,415-466-3367,37.69364,37.69364,38,Fri Nov 04 18:00:00 MDT 2016,America/Los_Angeles,Melodie,Upson,204 Lindale Avenue,San Francisco,CA,94105,US,MelodieDUpson@jourrapide.com,510-485-8547,37.689881,-122.450463,21,57022,37575,28572,22837,22566,64135,36619
Sharon,Kellett,4032 Roosevelt Street,San Francisco,CA,94107,US,SharonPKellett@superrito.com,415-466-3367,37.69364,37.69364,38,Fri Nov 04 18:00:00 MDT 2016,America/Los_Angeles,Nancy,Evans,1474 Locust View Drive,San Francisco,CA,94108,US,NancyREvans@einrot.com,415-986-6693,37.69586,-122.374357,22,24761,32722,57780,6761,25093,57202,65147
Sharon,Kellett,4032 Roosevelt Street,San Francisco,CA,94107,US,SharonPKellett@superrito.com,415-466-3367,37.69364,37.69364,38,Fri Nov 04 18:00:00 MDT 2016,America/Los_Angeles,Kathryn,McDuffie,2231 Thunder Road,San Francisco,CA,94104,US,KathrynJMcDuffie@superrito.com,650-581-3448,37.767316,-122.330088,22,38040,19293,35945,6113,13394,38655,31496
Sharon,Kellett,4032 Roosevelt Street,San Francisco,CA,94107,US,SharonPKellett@superrito.com,415-466-3367,37.69364,37.69364,38,Fri Nov 04 18:00:00 MDT 2016,America/Los_Angeles,Saundra,Turner,4592 Wolf Pen Road,San Francisco,CA,94107,US,SaundraKTurner@rhyta.com,650-400-4902,37.832349,-122.326814,25,56318,15741,10238,12595,59347,65495,44597
Sharon,Kellett,4032 Roosevelt Street,San Francisco,CA,94107,US,SharonPKellett@superrito.com,415-466-3367,37.69364,37.69364,38,Fri Nov 04 18:00:00 MDT 2016,America/Los_Angeles,Wanda,Sawyer,702 Roosevelt Street,San Francisco,CA,94108,US,WandaESawyer@teleworm.us,415-403-5569,37.802627,-122.349937,25,17598,36790,10111,56841,11111,15930,60149
Sharon,Kellett,4032 Roosevelt Street,San Francisco,CA,94107,US,SharonPKellett@superrito.com,415-466-3367,37.69364,37.69364,38,Fri Nov 04 18:00:00 MDT 2016,America/Los_Angeles,Robert,Moore,3153 Harrison Street,San Francisco,CA,94103,US,RobertJMoore@rhyta.com,415-575-6350,37.689406,-122.335189,27,4728,45751,53803,42546,27404,60949,22866
Sharon,Kellett,4032 Roosevelt Street,San Francisco,CA,94107,US,SharonPKellett@superrito.com,415-466-3367,37.69364,37.69364,38,Fri Nov 04 18:00:00 MDT 2016,America/Los_Angeles,Elizabeth,Jimenez,4534 Wolf Pen Road,San Francisco,CA,94107,US,ElizabethIJimenez@gustr.com,650-412-7569,37.76768,-122.32831,28,60335,15986,7301,52151,16879,25540,35418
Sharon,Kellett,4032 Roosevelt Street,San Francisco,CA,94107,US,SharonPKellett@superrito.com,415-466-3367,37.69364,37.69364,38,Fri Nov 04 18:00:00 MDT 2016,America/Los_Angeles,Steven,Sevilla,4642 Station Street,San Francisco,CA,94104,US,StevenSSevilla@jourrapide.com,510-921-4898,37.70632,-122.35255,28,19667,61279,955,25541,61881,15320,16054
Sharon,Kellett,4032 Roosevelt Street,San Francisco,CA,94107,US,SharonPKellett@superrito.com,415-466-3367,37.69364,37.69364,38,Fri Nov 04 18:00:00 MDT 2016,America/Los_Angeles,David,Ahrens,3118 Larry Street,San Francisco,CA,94107,US,DavidGAhrens@superrito.com,415-228-3933,37.692432,-122.364535,29,8716,55679,21240,15978,22384,10215,20705
Sharon,Kellett,4032 Roosevelt Street,San Francisco,CA,94107,US,SharonPKellett@superrito.com,415-466-3367,37.69364,37.69364,38,Fri Nov 04 18:00:00 MDT 2016,America/Los_Angeles,Maria,Lee,625 Marietta Street,San Francisco,CA,94103,US,MariaJLee@jourrapide.com,707-598-0429,37.74101,-122.423068,29,46602,34868,51537,7006,64142,13063,65021
Sharon,Kellett,4032 Roosevelt Street,San Francisco,CA,94107,US,SharonPKellett@superrito.com,415-466-3367,37.69364,37.69364,38,Fri Nov 04 18:00:00 MDT 2016,America/Los_Angeles,Imogene,Briley,2667 Thunder Road,San Francisco,CA,94108,US,ImogeneTBriley@superrito.com,650-483-9444,37.80248,-122.439052,29,25586,48220,24415,26814,895,58983,29148
Sharon,Kellett,4032 Roosevelt Street,San Francisco,CA,94107,US,SharonPKellett@superrito.com,415-466-3367,37.69364,37.69364,38,Fri Nov 04 18:00:00 MDT 2016,America/Los_Angeles,Arturo,Harman,3266 Harrison Street,San Francisco,CA,94115,US,ArturoTHarman@einrot.com,415-563-0322,37.756255,-122.44484,30,32738,32704,39704,1164,45966,52156,47599
Sharon,Kellett,4032 Roosevelt Street,San Francisco,CA,94107,US,SharonPKellett@superrito.com,415-466-3367,37.69364,37.69364,38,Fri Nov 04 18:00:00 MDT 2016,America/Los_Angeles,Tammara,Williams,1055 Boring Lane,San Francisco,CA,94122,US,TammaraMWilliams@gustr.com,415-682-8795,37.808854,-122.421941,31,35347,4247,35848,41094,34367,54828,36420
Sharon,Kellett,4032 Roosevelt Street,San Francisco,CA,94107,US,SharonPKellett@superrito.com,415-466-3367,37.69364,37.69364,38,Fri Nov 04 18:00:00 MDT 2016,America/Los_Angeles,Kathy,Myers,1327 Emily Renzelli Boulevard,San Francisco,CA,94107,US,KathyTMyers@dayrep.com,831-703-5247,37.827523,-122.343225,31,49921,29039,10499,5992,27279,45800,56851
Sharon,Kellett,4032 Roosevelt Street,San Francisco,CA,94107,US,SharonPKellett@superrito.com,415-466-3367,37.69364,37.69364,38,Fri Nov 04 18:00:00 MDT 2016,America/Los_Angeles,Arlene,Howard,4645 Hide A Way Road,San Francisco,CA,94107,US,ArleneJHoward@dayrep.com,408-213-0718,37.780997,-122.414565,32,35532,41670,12337,27222,53359,45675,34264
Sharon,Kellett,4032 Roosevelt Street,San Francisco,CA,94107,US,SharonPKellett@superrito.com,415-466-3367,37.69364,37.69364,38,Fri Nov 04 18:00:00 MDT 2016,America/Los_Angeles,Linda,Brown,2870 Haul Road,San Francisco,CA,94143,US,LindaEBrown@superrito.com,650-999-3353,37.684163,-122.381578,34,11272,53654,45803,43299,9604,24149,20980
Sharon,Kellett,4032 Roosevelt Street,San Francisco,CA,94107,US,SharonPKellett@superrito.com,415-466-3367,37.69364,37.69364,38,Fri Nov 04 18:00:00 MDT 2016,America/Los_Angeles,Karla,Isaac,2736 Beech Street,San Francisco,CA,94124,US,KarlaRIsaac@cuvox.de,925-800-2525,37.640002,-122.30311,35,9128,38922,37075,11121,23916,43586,3886
Sharon,Kellett,4032 Roosevelt Street,San Francisco,CA,94107,US,SharonPKellett@superrito.com,415-466-3367,37.69364,37.69364,38,Fri Nov 04 18:00:00 MDT 2016,America/Los_Angeles,Jackson,McBride,2592 Jim Rosa Lane,San Francisco,CA,94108,US,JacksonSMcBride@fleckens.hu,415-788-7377,37.787939,-122.395753,35,41264,5212,56734,27261,61579,63387,34891
Sharon,Kellett,4032 Roosevelt Street,San Francisco,CA,94107,US,SharonPKellett@superrito.com,415-466-3367,37.69364,37.69364,38,Fri Nov 04 18:00:00 MDT 2016,America/Los_Angeles,Sharon,Ashley,1482 Rardin Drive,San Francisco,CA,94107,US,SharonWAshley@rhyta.com,650-648-3736,37.779296,-122.341612,36,54435,15707,56532,29361,3748,12950,51008
Sharon,Kellett,4032 Roosevelt Street,San Francisco,CA,94107,US,SharonPKellett@superrito.com,415-466-3367,37.69364,37.69364,38,Fri Nov 04 18:00:00 MDT 2016,America/Los_Angeles,Mary,Lininger,470 Roosevelt Street,San Francisco,CA,94107,US,MaryJLininger@dayrep.com,415-375-7962,37.803035,-122.331815,40,8742,54845,21505,44402,19261,9062,18753
Sharon,Kellett,4032 Roosevelt Street,San Francisco,CA,94107,US,SharonPKellett@superrito.com,415-466-3367,37.69364,37.69364,38,Fri Nov 04 18:00:00 MDT 2016,America/Los_Angeles,Rosa,Stone,3751 Lindale Avenue,San Francisco,CA,94107,US,RosaDStone@cuvox.de,510-497-5234,37.6821,-122.322108,40,36569,37815,28320,10405,42240,11197,48161
Sharon,Kellett,4032 Roosevelt Street,San Francisco,CA,94107,US,SharonPKellett@superrito.com,415-466-3367,37.69364,37.69364,38,Fri Nov 04 18:00:00 MDT 2016,America/Los_Angeles,Steven,Brown,2440 Wayside Lane,San Francisco,CA,94107,US,StevenMBrown@jourrapide.com,510-322-4900,37.710084,-122.356996,40,58184,52060,239,26028,25683,30538,3275
Sharon,Kellett,4032 Roosevelt Street,San Francisco,CA,94107,US,SharonPKellett@superrito.com,415-466-3367,37.69364,37.69364,38,Fri Nov 04 18:00:00 MDT 2016,America/Los_Angeles,Joseph,Murdock,2629 Jim Rosa Lane,San Francisco,CA,94103,US,JosephIMurdock@armyspy.com,415-865-8366,37.811536,-122.315445,42,62685,7009,41792,20752,64870,32640,58676
Sharon,Kellett,4032 Roosevelt Street,San Francisco,CA,94107,US,SharonPKellett@superrito.com,415-466-3367,37.69364,37.69364,38,Fri Nov 04 18:00:00 MDT 2016,America/Los_Angeles,Mark,Leonard,2257 Roosevelt Street,San Francisco,CA,94124,US,MarkBLeonard@einrot.com,415-467-8655,37.828826,-122.410512,43,33256,63686,56896,15902,41985,49074,46264
Sharon,Kellett,4032 Roosevelt Street,San Francisco,CA,94107,US,SharonPKellett@superrito.com,415-466-3367,37.69364,37.69364,38,Fri Nov 04 18:00:00 MDT 2016,America/Los_Angeles,Myra,Donohoe,2333 Roosevelt Street,San Francisco,CA,94112,US,MyraJDonohoe@rhyta.com,415-405-2246,37.682386,-122.384887,44,11325,44013,11907,19189,32596,43984,19658
Sharon,Kellett,4032 Roosevelt Street,San Francisco,CA,94107,US,SharonPKellett@superrito.com,415-466-3367,37.69364,37.69364,38,Fri Nov 04 18:00:00 MDT 2016,America/Los_Angeles,Roderick,Beck,4723 Pretty View Lane,San Francisco,CA,94103,US,RoderickOBeck@armyspy.com,707-922-1209,37.697319,-122.428655,45,27045,10024,27281,4871,50223,11857,13874
Sharon,Kellett,4032 Roosevelt Street,San Francisco,CA,94107,US,SharonPKellett@superrito.com,415-466-3367,37.69364,37.69364,38,Fri Nov 04 18:00:00 MDT 2016,America/Los_Angeles,Guillermo,Nord,2919 Jim Rosa Lane,San Francisco,CA,94108,US,GuillermoGNord@cuvox.de,415-839-2068,37.732239,-122.335591,45,2000,36122,58970,22077,49195,25181,33762
Sharon,Kellett,4032 Roosevelt Street,San Francisco,CA,94107,US,SharonPKellett@superrito.com,415-466-3367,37.69364,37.69364,38,Fri Nov 04 18:00:00 MDT 2016,America/Los_Angeles,Malka,Weathersby,41 Jim Rosa Lane,San Francisco,CA,94108,US,MalkaDWeathersby@einrot.com,415-781-7825,37.761896,-122.326935,45,16190,22920,10136,37617,13235,30685,15166
Sharon,Kellett,4032 Roosevelt Street,San Francisco,CA,94107,US,SharonPKellett@superrito.com,415-466-3367,37.69364,37.69364,38,Fri Nov 04 18:00:00 MDT 2016,America/Los_Angeles,Jason,Cook,945 Jim Rosa Lane,San Francisco,CA,94108,US,JasonOCook@cuvox.de,415-834-3714,37.802653,-122.434786,56,7853,64805,52089,35942,47470,17397,2941
Sharon,Kellett,4032 Roosevelt Street,San Francisco,CA,94107,US,SharonPKellett@superrito.com,415-466-3367,37.69364,37.69364,38,Fri Nov 04 18:00:00 MDT 2016,America/Los_Angeles,Patricia,Baxter,1445 Friendship Lane,San Francisco,CA,94108,US,PatriciaTBaxter@gustr.com,408-674-2510,37.800436,-122.398329,57,27539,37530,31862,48821,59468,31303,30971
Sharon,Kellett,4032 Roosevelt Street,San Francisco,CA,94107,US,SharonPKellett@superrito.com,415-466-3367,37.69364,37.69364,38,Fri Nov 04 18:00:00 MDT 2016,America/Los_Angeles,Donna,Clark,1656 Ella Street,San Francisco,CA,94107,US,DonnaTClark@gustr.com,650-276-8952,37.777595,-122.409631,60,24934,10251,8356,17603,43247,58273,11059
Sharon,Kellett,4032 Roosevelt Street,San Francisco,CA,94107,US,SharonPKellett@superrito.com,415-466-3367,37.69364,37.69364,38,Fri Nov 04 18:00:00 MDT 2016,America/Los_Angeles,Dominique,Perry,1583 Delaware Avenue,San Francisco,CA,94104,US,DominiqueMPerry@gustr.com,415-276-2823,37.783104,-122.423567,60,45115,57646,36983,18211,6153,52774,50173
Edwin,Goodson,1074 Boring Lane,San Francisco,CA,94107,US,EdwinTGoodson@gustr.com,415-652-6109,37.747425,37.747425,27,Fri Nov 25 15:00:00 MST 2016,America/Los_Angeles,Buddy,Rossi,1686 Locust View Drive,San Francisco,CA,94143,US,BuddyBRossi@fleckens.hu,415-908-6795,37.703638,-122.426141,0,47627,26884,48776,18254,9761,47322,55649
Edwin,Goodson,1074 Boring Lane,San Francisco,CA,94107,US,EdwinTGoodson@gustr.com,415-652-6109,37.747425,37.747425,27,Fri Nov 25 15:00:00 MST 2016,America/Los_Angeles,Benjamin,Hunter,2265 Station Street,San Francisco,CA,94104,US,BenjaminPHunter@einrot.com,510-921-8576,37.865995,-122.370278,0,28738,44791,28787,11267,42759,52418,2489
Edwin,Goodson,1074 Boring Lane,San Francisco,CA,94107,US,EdwinTGoodson@gustr.com,415-652-6109,37.747425,37.747425,27,Fri Nov 25 15:00:00 MST 2016,America/Los_Angeles,Lou,Rose,2923 Jim Rosa Lane,San Francisco,CA,94112,US,LouRRose@armyspy.com,415-841-5259,37.659933,-122.498791,0,56714,50299,7702,5671,38533,32109,38899
Edwin,Goodson,1074 Boring Lane,San Francisco,CA,94107,US,EdwinTGoodson@gustr.com,415-652-6109,37.747425,37.747425,27,Fri Nov 25 15:00:00 MST 2016,America/Los_Angeles,Mariana,Summers,4991 Locust View Drive,San Francisco,CA,94108,US,MarianaJSummers@einrot.com,415-954-6888,37.840196,-122.472547,0,63406,5288,38197,50711,18735,14071,33556
Edwin,Goodson,1074 Boring Lane,San Francisco,CA,94107,US,EdwinTGoodson@gustr.com,415-652-6109,37.747425,37.747425,27,Fri Nov 25 15:00:00 MST 2016,America/Los_Angeles,Latisha,Brawley,3054 Boring Lane,San Francisco,CA,94105,US,LatishaBBrawley@rhyta.com,415-680-0530,37.732403,-122.321531,1,12356,63704,2878,35488,49586,20598,7261
Edwin,Goodson,1074 Boring Lane,San Francisco,CA,94107,US,EdwinTGoodson@gustr.com,415-652-6109,37.747425,37.747425,27,Fri Nov 25 15:00:00 MST 2016,America/Los_Angeles,Basil,Mendez,611 Forest Avenue,San Francisco,CA,94143,US,BasilMMendez@armyspy.com,650-202-2768,37.747288,-122.421049,2,20665,46421,5094,62704,15495,45761,28300
Edwin,Goodson,1074 Boring Lane,San Francisco,CA,94107,US,EdwinTGoodson@gustr.com,415-652-6109,37.747425,37.747425,27,Fri Nov 25 15:00:00 MST 2016,America/Los_Angeles,Edwin,Ingram,3086 Jim Rosa Lane,San Francisco,CA,94108,US,EdwinVIngram@teleworm.us,415-834-3217,37.699471,-122.474117,3,63057,15276,11938,21824,19664,62825,1396
Edwin,Goodson,1074 Boring Lane,San Francisco,CA,94107,US,EdwinTGoodson@gustr.com,415-652-6109,37.747425,37.747425,27,Fri Nov 25 15:00:00 MST 2016,America/Los_Angeles,Gertrude,Duprey,3391 Lindale Avenue,San Francisco,CA,94107,US,GertrudeLDuprey@superrito.com,510-542-0544,37.846828,-122.297586,3,19509,57232,26678,37234,55949,22872,31726
Edwin,Goodson,1074 Boring Lane,San Francisco,CA,94107,US,EdwinTGoodson@gustr.com,415-652-6109,37.747425,37.747425,27,Fri Nov 25 15:00:00 MST 2016,America/Los_Angeles,Reggie,Hunter,3041 Boring Lane,San Francisco,CA,94107,US,ReggieTHunter@einrot.com,415-737-1680,37.815249,-122.366953,4,42902,22549,13450,58322,56688,23777,30538
Edwin,Goodson,1074 Boring Lane,San Francisco,CA,94107,US,EdwinTGoodson@gustr.com,415-652-6109,37.747425,37.747425,27,Fri Nov 25 15:00:00 MST 2016,America/Los_Angeles,Beverly,Caldwell,4352 Harrison Street,San Francisco,CA,94107,US,BeverlyJCaldwell@gustr.com,415-531-7726,37.731712,-122.451843,6,57140,53437,12793,63867,10267,43490,12159
Edwin,Goodson,1074 Boring Lane,San Francisco,CA,94107,US,EdwinTGoodson@gustr.com,415-652-6109,37.747425,37.747425,27,Fri Nov 25 15:00:00 MST 2016,America/Los_Angeles,Tanya,Matthews,1780 Black Oak Hollow Road,San Francisco,CA,94107,US,TanyaKMatthews@teleworm.us,408-702-0996,37.809052,-122.483365,7,44536,44382,19514,12035,18094,41561,55924
Edwin,Goodson,1074 Boring Lane,San Francisco,CA,94107,US,EdwinTGoodson@gustr.com,415-652-6109,37.747425,37.747425,27,Fri Nov 25 15:00:00 MST 2016,America/Los_Angeles,Glen,Parr,4126 Larry Street,San Francisco,CA,94124,US,GlenDParr@jourrapide.com,415-200-4930,37.637549,-122.416637,7,10001,14404,20667,43497,19710,51701,40343
Edwin,Goodson,1074 Boring Lane,San Francisco,CA,94107,US,EdwinTGoodson@gustr.com,415-652-6109,37.747425,37.747425,27,Fri Nov 25 15:00:00 MST 2016,America/Los_Angeles,Roger,Stewart,437 Locust View Drive,San Francisco,CA,94143,US,RogerSStewart@superrito.com,415-894-9159,37.820849,-122.463945,7,35999,55577,43824,24563,37453,35693,29101
Edwin,Goodson,1074 Boring Lane,San Francisco,CA,94107,US,EdwinTGoodson@gustr.com,415-652-6109,37.747425,37.747425,27,Fri Nov 25 15:00:00 MST 2016,America/Los_Angeles,Stephanie,Salas,3231 Wolf Pen Road,San Francisco,CA,94107,US,StephanieJSalas@superrito.com,650-449-3909,37.773484,-122.469794,10,51424,65041,16936,44406,64637,50789,18347
Edwin,Goodson,1074 Boring Lane,San Francisco,CA,94107,US,EdwinTGoodson@gustr.com,415-652-6109,37.747425,37.747425,27,Fri Nov 25 15:00:00 MST 2016,America/Los_Angeles,James,Davis,4409 Wolf Pen Road,San Francisco,CA,94107,US,JamesBDavis@fleckens.hu,650-392-2779,37.779614,-122.388844,10,128,30738,57129,65308,57186,12390,28771
